state_code,state_name,sex,urban,age_group,education,prevalence_pct,lower,upper,est_cases,population
IN-JK,Jammu and Kashmir,Female,All,85+,All,35.00,28.70,42.70,37800,108000
IN-JK,Jammu and Kashmir,Female,All,85+,None,35.00,28.70,42.70,7559,21600
IN-JK,Jammu and Kashmir,Female,All,85+,Primary,35.00,28.70,42.70,7559,21600
IN-JK,Jammu and Kashmir,Female,All,85+,Middle,33.40,27.39,40.75,7214,21600
IN-JK,Jammu and Kashmir,Female,All,85+,Secondary,25.05,20.54,30.56,5410,21600
IN-JK,Jammu and Kashmir,Female,All,85+,Higher,18.79,15.41,22.92,4058,21600
IN-JK,Jammu and Kashmir,Female,Urban,60+,All,10.37,8.50,12.65,19910,192000
IN-JK,Jammu and Kashmir,Female,Urban,60+,None,14.52,11.91,17.71,5575,38400
IN-JK,Jammu and Kashmir,Female,Urban,60+,Primary,10.89,8.93,13.29,4181,38400
IN-JK,Jammu and Kashmir,Female,Urban,60+,Middle,8.30,6.81,10.13,3187,38400
IN-JK,Jammu and Kashmir,Female,Urban,60+,Secondary,6.22,5.10,7.59,2388,38400
IN-JK,Jammu and Kashmir,Female,Urban,60+,Higher,4.67,3.83,5.70,1793,38400
IN-JK,Jammu and Kashmir,Female,Urban,60-64,All,4.67,3.83,5.70,1613,34560
IN-JK,Jammu and Kashmir,Female,Urban,60-64,None,6.53,5.35,7.97,451,6912
IN-JK,Jammu and Kashmir,Female,Urban,60-64,Primary,4.90,4.02,5.98,338,6912
IN-JK,Jammu and Kashmir,Female,Urban,60-64,Middle,3.73,3.06,4.55,257,6912
IN-JK,Jammu and Kashmir,Female,Urban,60-64,Secondary,2.80,2.30,3.42,193,6912
IN-JK,Jammu and Kashmir,Female,Urban,60-64,Higher,2.10,1.72,2.56,145,6912
IN-JK,Jammu and Kashmir,Female,Urban,65-69,All,7.78,6.38,9.49,2688,34560
IN-JK,Jammu and Kashmir,Female,Urban,65-69,None,10.89,8.93,13.29,752,6912
IN-JK,Jammu and Kashmir,Female,Urban,65-69,Primary,8.17,6.70,9.97,564,6912
IN-JK,Jammu and Kashmir,Female,Urban,65-69,Middle,6.22,5.10,7.59,429,6912
IN-JK,Jammu and Kashmir,Female,Urban,65-69,Secondary,4.67,3.83,5.70,322,6912
IN-JK,Jammu and Kashmir,Female,Urban,65-69,Higher,3.50,2.87,4.27,241,6912
IN-JK,Jammu and Kashmir,Female,Urban,70-74,All,11.93,9.78,14.55,4123,34560
IN-JK,Jammu and Kashmir,Female,Urban,70-74,None,16.70,13.69,20.37,1154,6912
IN-JK,Jammu and Kashmir,Female,Urban,70-74,Primary,12.53,10.27,15.29,866,6912
IN-JK,Jammu and Kashmir,Female,Urban,70-74,Middle,9.54,7.82,11.64,659,6912
IN-JK,Jammu and Kashmir,Female,Urban,70-74,Secondary,7.16,5.87,8.74,494,6912
IN-JK,Jammu and Kashmir,Female,Urban,70-74,Higher,5.37,4.40,6.55,371,6912
IN-JK,Jammu and Kashmir,Female,Urban,75-79,All,17.63,14.46,21.51,6092,34560
IN-JK,Jammu and Kashmir,Female,Urban,75-79,None,24.69,20.25,30.12,1706,6912
IN-JK,Jammu and Kashmir,Female,Urban,75-79,Primary,18.52,15.19,22.59,1280,6912
IN-JK,Jammu and Kashmir,Female,Urban,75-79,Middle,14.11,11.57,17.21,975,6912
IN-JK,Jammu and Kashmir,Female,Urban,75-79,Secondary,10.58,8.68,12.91,731,6912
IN-JK,Jammu and Kashmir,Female,Urban,75-79,Higher,7.94,6.51,9.69,548,6912
IN-JK,Jammu and Kashmir,Female,Urban,80-84,All,24.90,20.42,30.38,8605,34560
IN-JK,Jammu and Kashmir,Female,Urban,80-84,None,34.85,28.58,42.52,2408,6912
IN-JK,Jammu and Kashmir,Female,Urban,80-84,Primary,26.14,21.43,31.89,1806,6912
IN-JK,Jammu and Kashmir,Female,Urban,80-84,Middle,19.92,16.33,24.30,1376,6912
IN-JK,Jammu and Kashmir,Female,Urban,80-84,Secondary,14.94,12.25,18.23,1032,6912
IN-JK,Jammu and Kashmir,Female,Urban,80-84,Higher,11.20,9.18,13.66,774,6912
IN-JK,Jammu and Kashmir,Female,Urban,85+,All,34.23,28.07,41.76,11829,34560
IN-JK,Jammu and Kashmir,Female,Urban,85+,None,35.00,28.70,42.70,2419,6912
IN-JK,Jammu and Kashmir,Female,Urban,85+,Primary,35.00,28.70,42.70,2419,6912
IN-JK,Jammu and Kashmir,Female,Urban,85+,Middle,27.38,22.45,33.40,1892,6912
IN-JK,Jammu and Kashmir,Female,Urban,85+,Secondary,20.54,16.84,25.06,1419,6912
IN-JK,Jammu and Kashmir,Female,Urban,85+,Higher,15.40,12.63,18.79,1064,6912
IN-JK,Jammu and Kashmir,Female,Rural,60+,All,15.43,12.65,18.82,62954,408000
IN-JK,Jammu and Kashmir,Female,Rural,60+,None,21.61,17.72,26.36,17633,81600
IN-JK,Jammu and Kashmir,Female,Rural,60+,Primary,16.20,13.28,19.76,13219,81600
IN-JK,Jammu and Kashmir,Female,Rural,60+,Middle,12.35,10.13,15.07,10077,81600
IN-JK,Jammu and Kashmir,Female,Rural,60+,Secondary,9.26,7.59,11.30,7556,81600
IN-JK,Jammu and Kashmir,Female,Rural,60+,Higher,6.94,5.69,8.47,5663,81600
IN-JK,Jammu and Kashmir,Female,Rural,60-64,All,6.94,5.69,8.47,5096,73440
IN-JK,Jammu and Kashmir,Female,Rural,60-64,None,9.72,7.97,11.86,1427,14688
IN-JK,Jammu and Kashmir,Female,Rural,60-64,Primary,7.29,5.98,8.89,1070,14688
IN-JK,Jammu and Kashmir,Female,Rural,60-64,Middle,5.56,4.56,6.78,816,14688
IN-JK,Jammu and Kashmir,Female,Rural,60-64,Secondary,4.17,3.42,5.09,612,14688
IN-JK,Jammu and Kashmir,Female,Rural,60-64,Higher,3.13,2.57,3.82,459,14688
IN-JK,Jammu and Kashmir,Female,Rural,65-69,All,11.57,9.49,14.12,8497,73440
IN-JK,Jammu and Kashmir,Female,Rural,65-69,None,16.20,13.28,19.76,2379,14688
IN-JK,Jammu and Kashmir,Female,Rural,65-69,Primary,12.15,9.96,14.82,1784,14688
IN-JK,Jammu and Kashmir,Female,Rural,65-69,Middle,9.26,7.59,11.30,1360,14688
IN-JK,Jammu and Kashmir,Female,Rural,65-69,Secondary,6.94,5.69,8.47,1019,14688
IN-JK,Jammu and Kashmir,Female,Rural,65-69,Higher,5.21,4.27,6.36,765,14688
IN-JK,Jammu and Kashmir,Female,Rural,70-74,All,17.75,14.56,21.66,13035,73440
IN-JK,Jammu and Kashmir,Female,Rural,70-74,None,24.85,20.38,30.32,3649,14688
IN-JK,Jammu and Kashmir,Female,Rural,70-74,Primary,18.64,15.28,22.74,2737,14688
IN-JK,Jammu and Kashmir,Female,Rural,70-74,Middle,14.20,11.64,17.32,2085,14688
IN-JK,Jammu and Kashmir,Female,Rural,70-74,Secondary,10.65,8.73,12.99,1564,14688
IN-JK,Jammu and Kashmir,Female,Rural,70-74,Higher,7.99,6.55,9.75,1173,14688
IN-JK,Jammu and Kashmir,Female,Rural,75-79,All,26.24,21.52,32.01,19270,73440
IN-JK,Jammu and Kashmir,Female,Rural,75-79,None,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,75-79,Primary,27.55,22.59,33.61,4046,14688
IN-JK,Jammu and Kashmir,Female,Rural,75-79,Middle,20.99,17.21,25.61,3083,14688
IN-JK,Jammu and Kashmir,Female,Rural,75-79,Secondary,15.74,12.91,19.20,2311,14688
IN-JK,Jammu and Kashmir,Female,Rural,75-79,Higher,11.81,9.68,14.41,1734,14688
IN-JK,Jammu and Kashmir,Female,Rural,80-84,All,35.00,28.70,42.70,25704,73440
IN-JK,Jammu and Kashmir,Female,Rural,80-84,None,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,80-84,Primary,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,80-84,Middle,29.63,24.30,36.15,4352,14688
IN-JK,Jammu and Kashmir,Female,Rural,80-84,Secondary,22.22,18.22,27.11,3263,14688
IN-JK,Jammu and Kashmir,Female,Rural,80-84,Higher,16.67,13.67,20.34,2448,14688
IN-JK,Jammu and Kashmir,Female,Rural,85+,All,35.00,28.70,42.70,25704,73440
IN-JK,Jammu and Kashmir,Female,Rural,85+,None,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,85+,Primary,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,85+,Middle,35.00,28.70,42.70,5140,14688
IN-JK,Jammu and Kashmir,Female,Rural,85+,Secondary,30.56,25.06,37.28,4488,14688
IN-JK,Jammu and Kashmir,Female,Rural,85+,Higher,22.92,18.79,27.96,3366,14688
IN-KL,Kerala,Both,All,60+,All,9.20,7.54,11.22,496800,5400000
IN-KL,Kerala,Both,All,60+,None,12.88,10.56,15.71,139104,1080000
IN-KL,Kerala,Both,All,60+,Primary,9.66,7.92,11.79,104328,1080000
IN-KL,Kerala,Both,All,60+,Middle,7.36,6.04,8.98,79488,1080000
IN-KL,Kerala,Both,All,60+,Secondary,5.52,4.53,6.73,59616,1080000
IN-KL,Kerala,Both,All,60+,Higher,4.14,3.39,5.05,44712,1080000
IN-KL,Kerala,Both,All,60-64,All,4.14,3.39,5.05,40240,972000
IN-KL,Kerala,Both,All,60-64,None,5.80,4.76,7.08,11275,194399
IN-KL,Kerala,Both,All,60-64,Primary,4.35,3.57,5.31,8456,194399
IN-KL,Kerala,Both,All,60-64,Middle,3.31,2.71,4.04,6434,194399
IN-KL,Kerala,Both,All,60-64,Secondary,2.48,2.03,3.03,4821,194399
IN-KL,Kerala,Both,All,60-64,Higher,1.86,1.53,2.27,3615,194399
IN-KL,Kerala,Both,All,65-69,All,6.90,5.66,8.42,67068,972000
IN-KL,Kerala,Both,All,65-69,None,9.66,7.92,11.79,18778,194399
IN-KL,Kerala,Both,All,65-69,Primary,7.25,5.94,8.85,14093,194399
IN-KL,Kerala,Both,All,65-69,Middle,5.52,4.53,6.73,10730,194399
IN-KL,Kerala,Both,All,65-69,Secondary,4.14,3.39,5.05,8048,194399
IN-KL,Kerala,Both,All,65-69,Higher,3.11,2.55,3.79,6045,194399
IN-KL,Kerala,Both,All,70-74,All,10.58,8.68,12.91,102837,972000
IN-KL,Kerala,Both,All,70-74,None,14.81,12.14,18.07,28790,194399
IN-KL,Kerala,Both,All,70-74,Primary,11.11,9.11,13.55,21597,194399
IN-KL,Kerala,Both,All,70-74,Middle,8.46,6.94,10.32,16446,194399
IN-KL,Kerala,Both,All,70-74,Secondary,6.35,5.21,7.75,12344,194399
IN-KL,Kerala,Both,All,70-74,Higher,4.76,3.90,5.81,9253,194399
IN-KL,Kerala,Both,All,75-79,All,15.64,12.82,19.08,152020,972000
IN-KL,Kerala,Both,All,75-79,None,21.90,17.96,26.72,42573,194399
IN-KL,Kerala,Both,All,75-79,Primary,16.42,13.46,20.03,31920,194399
IN-KL,Kerala,Both,All,75-79,Middle,12.51,10.26,15.26,24319,194399
IN-KL,Kerala,Both,All,75-79,Secondary,9.38,7.69,11.44,18234,194399
IN-KL,Kerala,Both,All,75-79,Higher,7.04,5.77,8.59,13685,194399
IN-KL,Kerala,Both,All,80-84,All,22.08,18.11,26.94,214617,972000
IN-KL,Kerala,Both,All,80-84,None,30.91,25.35,37.71,60088,194399
IN-KL,Kerala,Both,All,80-84,Primary,23.18,19.01,28.28,45061,194399
IN-KL,Kerala,Both,All,80-84,Middle,17.66,14.48,21.55,34330,194399
IN-KL,Kerala,Both,All,80-84,Secondary,13.25,10.87,16.17,25757,194399
IN-KL,Kerala,Both,All,80-84,Higher,9.94,8.15,12.13,19323,194399
IN-KL,Kerala,Both,All,85+,All,30.36,24.90,37.04,295099,972000
IN-KL,Kerala,Both,All,85+,None,35.00,28.70,42.70,68039,194399
IN-KL,Kerala,Both,All,85+,Primary,31.88,26.14,38.89,61974,194399
IN-KL,Kerala,Both,All,85+,Middle,24.29,19.92,29.63,47219,194399
IN-KL,Kerala,Both,All,85+,Secondary,18.22,14.94,22.23,35419,194399
IN-KL,Kerala,Both,All,85+,Higher,13.66,11.20,16.67,26554,194399
IN-KL,Kerala,Both,Urban,60+,All,7.54,6.18,9.20,130291,1728000
IN-KL,Kerala,Both,Urban,60+,None,10.56,8.66,12.88,36495,345600
IN-KL,Kerala,Both,Urban,60+,Primary,7.92,6.49,9.66,27371,345600
IN-KL,Kerala,Both,Urban,60+,Middle,6.04,4.95,7.37,20874,345600
IN-KL,Kerala,Both,Urban,60+,Secondary,4.53,3.71,5.53,15655,345600
IN-KL,Kerala,Both,Urban,60+,Higher,3.39,2.78,4.14,11715,345600
IN-KL,Kerala,Both,Urban,60-64,All,3.39,2.78,4.14,10544,311040
IN-KL,Kerala,Both,Urban,60-64,None,4.75,3.89,5.80,2954,62208
IN-KL,Kerala,Both,Urban,60-64,Primary,3.56,2.92,4.34,2214,62208
IN-KL,Kerala,Both,Urban,60-64,Middle,2.72,2.23,3.32,1692,62208
IN-KL,Kerala,Both,Urban,60-64,Secondary,2.04,1.67,2.49,1269,62208
IN-KL,Kerala,Both,Urban,60-64,Higher,1.53,1.25,1.87,951,62208
IN-KL,Kerala,Both,Urban,65-69,All,5.66,4.64,6.91,17604,311040
IN-KL,Kerala,Both,Urban,65-69,None,7.92,6.49,9.66,4926,62208
IN-KL,Kerala,Both,Urban,65-69,Primary,5.94,4.87,7.25,3695,62208
IN-KL,Kerala,Both,Urban,65-69,Middle,4.53,3.71,5.53,2818,62208
IN-KL,Kerala,Both,Urban,65-69,Secondary,3.39,2.78,4.14,2108,62208
IN-KL,Kerala,Both,Urban,65-69,Higher,2.55,2.09,3.11,1586,62208
IN-KL,Kerala,Both,Urban,70-74,All,8.68,7.12,10.59,26998,311040
IN-KL,Kerala,Both,Urban,70-74,None,12.15,9.96,14.82,7558,62208
IN-KL,Kerala,Both,Urban,70-74,Primary,9.11,7.47,11.11,5667,62208
IN-KL,Kerala,Both,Urban,70-74,Middle,6.94,5.69,8.47,4317,62208
IN-KL,Kerala,Both,Urban,70-74,Secondary,5.21,4.27,6.36,3241,62208
IN-KL,Kerala,Both,Urban,70-74,Higher,3.90,3.20,4.76,2426,62208
IN-KL,Kerala,Both,Urban,75-79,All,12.82,10.51,15.64,39875,311040
IN-KL,Kerala,Both,Urban,75-79,None,17.95,14.72,21.90,11166,62208
IN-KL,Kerala,Both,Urban,75-79,Primary,13.47,11.05,16.43,8379,62208
IN-KL,Kerala,Both,Urban,75-79,Middle,10.26,8.41,12.52,6382,62208
IN-KL,Kerala,Both,Urban,75-79,Secondary,7.69,6.31,9.38,4783,62208
IN-KL,Kerala,Both,Urban,75-79,Higher,5.77,4.73,7.04,3589,62208
IN-KL,Kerala,Both,Urban,80-84,All,18.11,14.85,22.09,56329,311040
IN-KL,Kerala,Both,Urban,80-84,None,25.35,20.79,30.93,15769,62208
IN-KL,Kerala,Both,Urban,80-84,Primary,19.01,15.59,23.19,11825,62208
IN-KL,Kerala,Both,Urban,80-84,Middle,14.48,11.87,17.67,9007,62208
IN-KL,Kerala,Both,Urban,80-84,Secondary,10.86,8.91,13.25,6755,62208
IN-KL,Kerala,Both,Urban,80-84,Higher,8.15,6.68,9.94,5069,62208
IN-KL,Kerala,Both,Urban,85+,All,24.90,20.42,30.38,77448,311040
IN-KL,Kerala,Both,Urban,85+,None,34.85,28.58,42.52,21679,62208
IN-KL,Kerala,Both,Urban,85+,Primary,26.14,21.43,31.89,16261,62208
IN-KL,Kerala,Both,Urban,85+,Middle,19.92,16.33,24.30,12391,62208
IN-KL,Kerala,Both,Urban,85+,Secondary,14.94,12.25,18.23,9293,62208
IN-KL,Kerala,Both,Urban,85+,Higher,11.20,9.18,13.66,6967,62208
IN-KL,Kerala,Both,Rural,60+,All,11.22,9.20,13.69,411998,3672000
IN-KL,Kerala,Both,Rural,60+,None,15.71,12.88,19.17,115374,734400
IN-KL,Kerala,Both,Rural,60+,Primary,11.79,9.67,14.38,86585,734400
IN-KL,Kerala,Both,Rural,60+,Middle,8.98,7.36,10.96,65949,734400
IN-KL,Kerala,Both,Rural,60+,Secondary,6.73,5.52,8.21,49425,734400
IN-KL,Kerala,Both,Rural,60+,Higher,5.05,4.14,6.16,37087,734400
IN-KL,Kerala,Both,Rural,60-64,All,5.05,4.14,6.16,33378,660960
IN-KL,Kerala,Both,Rural,60-64,None,7.07,5.80,8.63,9345,132192
IN-KL,Kerala,Both,Rural,60-64,Primary,5.30,4.35,6.47,7006,132192
IN-KL,Kerala,Both,Rural,60-64,Middle,4.04,3.31,4.93,5340,132192
IN-KL,Kerala,Both,Rural,60-64,Secondary,3.03,2.48,3.70,4005,132192
IN-KL,Kerala,Both,Rural,60-64,Higher,2.27,1.86,2.77,3000,132192
IN-KL,Kerala,Both,Rural,65-69,All,8.42,6.90,10.27,55652,660960
IN-KL,Kerala,Both,Rural,65-69,None,11.79,9.67,14.38,15585,132192
IN-KL,Kerala,Both,Rural,65-69,Primary,8.84,7.25,10.78,11685,132192
IN-KL,Kerala,Both,Rural,65-69,Middle,6.73,5.52,8.21,8896,132192
IN-KL,Kerala,Both,Rural,65-69,Secondary,5.05,4.14,6.16,6675,132192
IN-KL,Kerala,Both,Rural,65-69,Higher,3.79,3.11,4.62,5010,132192
IN-KL,Kerala,Both,Rural,70-74,All,12.91,10.59,15.75,85329,660960
IN-KL,Kerala,Both,Rural,70-74,None,18.07,14.82,22.05,23887,132192
IN-KL,Kerala,Both,Rural,70-74,Primary,13.55,11.11,16.53,17912,132192
IN-KL,Kerala,Both,Rural,70-74,Middle,10.33,8.47,12.60,13655,132192
IN-KL,Kerala,Both,Rural,70-74,Secondary,7.74,6.35,9.44,10231,132192
IN-KL,Kerala,Both,Rural,70-74,Higher,5.81,4.76,7.09,7680,132192
IN-KL,Kerala,Both,Rural,75-79,All,19.08,15.65,23.28,126111,660960
IN-KL,Kerala,Both,Rural,75-79,None,26.71,21.90,32.59,35308,132192
IN-KL,Kerala,Both,Rural,75-79,Primary,20.03,16.42,24.44,26478,132192
IN-KL,Kerala,Both,Rural,75-79,Middle,15.26,12.51,18.62,20172,132192
IN-KL,Kerala,Both,Rural,75-79,Secondary,11.45,9.39,13.97,15135,132192
IN-KL,Kerala,Both,Rural,75-79,Higher,8.59,7.04,10.48,11355,132192
IN-KL,Kerala,Both,Rural,80-84,All,26.94,22.09,32.87,178062,660960
IN-KL,Kerala,Both,Rural,80-84,None,35.00,28.70,42.70,46267,132192
IN-KL,Kerala,Both,Rural,80-84,Primary,28.28,23.19,34.50,37383,132192
IN-KL,Kerala,Both,Rural,80-84,Middle,21.55,17.67,26.29,28487,132192
IN-KL,Kerala,Both,Rural,80-84,Secondary,16.16,13.25,19.72,21362,132192
IN-KL,Kerala,Both,Rural,80-84,Higher,12.12,9.94,14.79,16021,132192
IN-KL,Kerala,Both,Rural,85+,All,35.00,28.70,42.70,231335,660960
IN-KL,Kerala,Both,Rural,85+,None,35.00,28.70,42.70,46267,132192
IN-KL,Kerala,Both,Rural,85+,Primary,35.00,28.70,42.70,46267,132192
IN-KL,Kerala,Both,Rural,85+,Middle,29.63,24.30,36.15,39168,132192
IN-KL,Kerala,Both,Rural,85+,Secondary,22.22,18.22,27.11,29373,132192
IN-KL,Kerala,Both,Rural,85+,Higher,16.67,13.67,20.34,22036,132192
IN-KL,Kerala,Male,All,60+,All,7.82,6.41,9.54,211140,2700000
IN-KL,Kerala,Male,All,60+,None,10.95,8.98,13.36,59129,540000
IN-KL,Kerala,Male,All,60+,Primary,8.21,6.73,10.02,44334,540000
IN-KL,Kerala,Male,All,60+,Middle,6.26,5.13,7.64,33804,540000
IN-KL,Kerala,Male,All,60+,Secondary,4.69,3.85,5.72,25326,540000
IN-KL,Kerala,Male,All,60+,Higher,3.52,2.89,4.29,19008,540000
IN-KL,Kerala,Male,All,60-64,All,3.52,2.89,4.29,17107,486000
IN-KL,Kerala,Male,All,60-64,None,4.93,4.04,6.01,4791,97199
IN-KL,Kerala,Male,All,60-64,Primary,3.69,3.03,4.50,3586,97199
IN-KL,Kerala,Male,All,60-64,Middle,2.82,2.31,3.44,2741,97199
IN-KL,Kerala,Male,All,60-64,Secondary,2.11,1.73,2.57,2050,97199
IN-KL,Kerala,Male,All,60-64,Higher,1.58,1.30,1.93,1535,97199
IN-KL,Kerala,Male,All,65-69,All,5.86,4.81,7.15,28479,486000
IN-KL,Kerala,Male,All,65-69,None,8.21,6.73,10.02,7980,97199
IN-KL,Kerala,Male,All,65-69,Primary,6.16,5.05,7.52,5987,97199
IN-KL,Kerala,Male,All,65-69,Middle,4.69,3.85,5.72,4558,97199
IN-KL,Kerala,Male,All,65-69,Secondary,3.52,2.89,4.29,3421,97199
IN-KL,Kerala,Male,All,65-69,Higher,2.64,2.16,3.22,2566,97199
IN-KL,Kerala,Male,All,70-74,All,8.99,7.37,10.97,43691,486000
IN-KL,Kerala,Male,All,70-74,None,12.59,10.32,15.36,12237,97199
IN-KL,Kerala,Male,All,70-74,Primary,9.44,7.74,11.52,9175,97199
IN-KL,Kerala,Male,All,70-74,Middle,7.19,5.90,8.77,6988,97199
IN-KL,Kerala,Male,All,70-74,Secondary,5.40,4.43,6.59,5248,97199
IN-KL,Kerala,Male,All,70-74,Higher,4.05,3.32,4.94,3936,97199
IN-KL,Kerala,Male,All,75-79,All,13.29,10.90,16.21,64589,486000
IN-KL,Kerala,Male,All,75-79,None,18.61,15.26,22.70,18088,97199
IN-KL,Kerala,Male,All,75-79,Primary,13.96,11.45,17.03,13568,97199
IN-KL,Kerala,Male,All,75-79,Middle,10.64,8.72,12.98,10341,97199
IN-KL,Kerala,Male,All,75-79,Secondary,7.98,6.54,9.74,7756,97199
IN-KL,Kerala,Male,All,75-79,Higher,5.98,4.90,7.30,5812,97199
IN-KL,Kerala,Male,All,80-84,All,18.77,15.39,22.90,91222,486000
IN-KL,Kerala,Male,All,80-84,None,26.28,21.55,32.06,25543,97199
IN-KL,Kerala,Male,All,80-84,Primary,19.71,16.16,24.05,19157,97199
IN-KL,Kerala,Male,All,80-84,Middle,15.01,12.31,18.31,14589,97199
IN-KL,Kerala,Male,All,80-84,Secondary,11.26,9.23,13.74,10944,97199
IN-KL,Kerala,Male,All,80-84,Higher,8.45,6.93,10.31,8213,97199
IN-KL,Kerala,Male,All,85+,All,25.81,21.16,31.49,125436,486000
IN-KL,Kerala,Male,All,85+,None,35.00,28.70,42.70,34019,97199
IN-KL,Kerala,Male,All,85+,Primary,27.10,22.22,33.06,26340,97199
IN-KL,Kerala,Male,All,85+,Middle,20.64,16.92,25.18,20061,97199
IN-KL,Kerala,Male,All,85+,Secondary,15.48,12.69,18.89,15046,97199
IN-KL,Kerala,Male,All,85+,Higher,11.61,9.52,14.16,11284,97199
IN-KL,Kerala,Male,Urban,60+,All,6.41,5.26,7.82,55382,864000
IN-KL,Kerala,Male,Urban,60+,None,8.98,7.36,10.96,15517,172800
IN-KL,Kerala,Male,Urban,60+,Primary,6.73,5.52,8.21,11629,172800
IN-KL,Kerala,Male,Urban,60+,Middle,5.13,4.21,6.26,8864,172800
IN-KL,Kerala,Male,Urban,60+,Secondary,3.85,3.16,4.70,6652,172800
IN-KL,Kerala,Male,Urban,60+,Higher,2.89,2.37,3.53,4993,172800
IN-KL,Kerala,Male,Urban,60-64,All,2.89,2.37,3.53,4494,155520
IN-KL,Kerala,Male,Urban,60-64,None,4.04,3.31,4.93,1256,31104
IN-KL,Kerala,Male,Urban,60-64,Primary,3.03,2.48,3.70,942,31104
IN-KL,Kerala,Male,Urban,60-64,Middle,2.31,1.89,2.82,718,31104
IN-KL,Kerala,Male,Urban,60-64,Secondary,1.73,1.42,2.11,538,31104
IN-KL,Kerala,Male,Urban,60-64,Higher,1.30,1.07,1.59,404,31104
IN-KL,Kerala,Male,Urban,65-69,All,4.81,3.94,5.87,7480,155520
IN-KL,Kerala,Male,Urban,65-69,None,6.73,5.52,8.21,2093,31104
IN-KL,Kerala,Male,Urban,65-69,Primary,5.05,4.14,6.16,1570,31104
IN-KL,Kerala,Male,Urban,65-69,Middle,3.85,3.16,4.70,1197,31104
IN-KL,Kerala,Male,Urban,65-69,Secondary,2.89,2.37,3.53,898,31104
IN-KL,Kerala,Male,Urban,65-69,Higher,2.16,1.77,2.64,671,31104
IN-KL,Kerala,Male,Urban,70-74,All,7.37,6.04,8.99,11461,155520
IN-KL,Kerala,Male,Urban,70-74,None,10.32,8.46,12.59,3209,31104
IN-KL,Kerala,Male,Urban,70-74,Primary,7.74,6.35,9.44,2407,31104
IN-KL,Kerala,Male,Urban,70-74,Middle,5.90,4.84,7.20,1835,31104
IN-KL,Kerala,Male,Urban,70-74,Secondary,4.42,3.62,5.39,1374,31104
IN-KL,Kerala,Male,Urban,70-74,Higher,3.32,2.72,4.05,1032,31104
IN-KL,Kerala,Male,Urban,75-79,All,10.90,8.94,13.30,16951,155520
IN-KL,Kerala,Male,Urban,75-79,None,15.26,12.51,18.62,4746,31104
IN-KL,Kerala,Male,Urban,75-79,Primary,11.45,9.39,13.97,3561,31104
IN-KL,Kerala,Male,Urban,75-79,Middle,8.72,7.15,10.64,2712,31104
IN-KL,Kerala,Male,Urban,75-79,Secondary,6.54,5.36,7.98,2034,31104
IN-KL,Kerala,Male,Urban,75-79,Higher,4.91,4.03,5.99,1527,31104
IN-KL,Kerala,Male,Urban,80-84,All,15.39,12.62,18.78,23934,155520
IN-KL,Kerala,Male,Urban,80-84,None,21.55,17.67,26.29,6702,31104
IN-KL,Kerala,Male,Urban,80-84,Primary,16.16,13.25,19.72,5026,31104
IN-KL,Kerala,Male,Urban,80-84,Middle,12.31,10.09,15.02,3828,31104
IN-KL,Kerala,Male,Urban,80-84,Secondary,9.23,7.57,11.26,2870,31104
IN-KL,Kerala,Male,Urban,80-84,Higher,6.93,5.68,8.45,2155,31104
IN-KL,Kerala,Male,Urban,85+,All,21.16,17.35,25.82,32908,155520
IN-KL,Kerala,Male,Urban,85+,None,29.63,24.30,36.15,9216,31104
IN-KL,Kerala,Male,Urban,85+,Primary,22.22,18.22,27.11,6911,31104
IN-KL,Kerala,Male,Urban,85+,Middle,16.93,13.88,20.65,5265,31104
IN-KL,Kerala,Male,Urban,85+,Secondary,12.70,10.41,15.49,3950,31104
IN-KL,Kerala,Male,Urban,85+,Higher,9.52,7.81,11.61,2961,31104
IN-KL,Kerala,Male,Rural,60+,All,9.54,7.82,11.64,175154,1836000
IN-KL,Kerala,Male,Rural,60+,None,13.36,10.96,16.30,49057,367200
IN-KL,Kerala,Male,Rural,60+,Primary,10.02,8.22,12.22,36793,367200
IN-KL,Kerala,Male,Rural,60+,Middle,7.63,6.26,9.31,28017,367200
IN-KL,Kerala,Male,Rural,60+,Secondary,5.72,4.69,6.98,21003,367200
IN-KL,Kerala,Male,Rural,60+,Higher,4.29,3.52,5.23,15752,367200
IN-KL,Kerala,Male,Rural,60-64,All,4.29,3.52,5.23,14177,330480
IN-KL,Kerala,Male,Rural,60-64,None,6.01,4.93,7.33,3972,66096
IN-KL,Kerala,Male,Rural,60-64,Primary,4.51,3.70,5.50,2980,66096
IN-KL,Kerala,Male,Rural,60-64,Middle,3.43,2.81,4.18,2267,66096
IN-KL,Kerala,Male,Rural,60-64,Secondary,2.58,2.12,3.15,1705,66096
IN-KL,Kerala,Male,Rural,60-64,Higher,1.93,1.58,2.35,1275,66096
IN-KL,Kerala,Male,Rural,65-69,All,7.16,5.87,8.74,23662,330480
IN-KL,Kerala,Male,Rural,65-69,None,10.02,8.22,12.22,6622,66096
IN-KL,Kerala,Male,Rural,65-69,Primary,7.51,6.16,9.16,4963,66096
